"English Term","Arabic Term"
"social policy","سياسة اجتماعية"
"Social popular republic of China","جمهورية الصين الشعبية الاشتراكية"
"social privileges","حقوق اجتماعية"
"social product","ناتج اجتماعي"
"social progress","تقدم اجتماعي"
"social property","ملكية اجتماعية"
"social rank (layer)","طبقات اجتماعية (المجتمع)"
"social reform","إصلاح اجتماعي"
"social reforms","إصلاحات اجتماعية"
"social security benefit","تقديمات اجتماعية"
"social security contributions","أقساط التأمين الاجتماعي"
"social security","ضمان اجتماعي"
"social state clause","شرط (بند) الدولة الاجتماعية"
"social state principle","مبدأ الدولة الاجتماعية"
"social state","دولة اجتماعية (تعني بالشؤون الاجتماعية)"
"social statuses","وضع اجتماعي"
"social structure","هيكل اجتماعي (طبقات البناء الاجتماعي)، التركيب الاجتماعي"
"social system","نظام اجتماعي"
"social tension","تَوَرُّ اجتماعي"
"social theory","نظرية اجتماعية"
"social, adj.","اجْتِمَاعِي (صِفَة)"
"socialism","الاشتراكية"
"socialist association","مجتمع اشتراكي"
"socialist popular Arab Libyan Jamahiriya","الجماهيرية الليبية العربية الاشتراكية"
"socialist property system","نظام الملكية الاشتراكية"
"socialist property","ملكية اشتراكية"
"Socialist Republic of Vietnam","جمهورية فيتنام الاشتراكية"
"socialistic party","الحزب الاشتراكي"
"socialistic people's republic of Albania","جمهورية ألبانيا الاشتراكية"
"socialistic state","دَوْلَة اشْتِرَاكِيَّة"
"solid argument","حجة قاطعة"
"solidarity within the european community","ترابط (تاسك) ضمن الجماعة الأوروبية"
"soon we'll return towards home land","قريباً سنعود إلى الوطن"
"sources (informed) is informed from well","يعرف (يستعلم) من مصادر علمية أو مُطَّلِعَة"
"souvereign states","دَوْلَة سَائِدَة (أو ذات سيّادة)"
"souvereignty of the parliament","سيادة البرلمان"
"sovereign rights","حُقُوق السِّيَادَة (أَو السُّلْطَة)"
"sovereign state","دَوْلَة ذَات سِيَادَة، دَوْلَة سَائِدَة"
"sovereign","مُسْتَقِل، سَام، أَعْلَى (صِفَة)"
"sovereignty committee","مَجْلِس السِّيَادَة"
"sovereignty of the nation","سِيَادَة الأُمَّة"
"sovereignty of the people","سِيَادَة الشَّعْب"
"sovereignty of the state","سِيَادَة الدَّوْلَة"
"sovereignty of the territory","سِيَادَة إِقْلِيمِيَّة"
"sovereignty on the sea","السِّيَادَة عَلَى البَحْرِ"
"sovereignty restauration","إِعَادَة السِّيَادَة"
"sovereignty rights","حُقُوق السِّيَادَة"
"sovereignty task","عَمَل (تَصْرِف) سِيَادِي"
"sovereignty transgression","التَّعْدِي عَلَى السِّيَادَة"
"sovereignty violation","خَرْق السِّيَادَة"
"sovereignty","السُّلْطَة الحُكُومِيَّة، سِيَادَة، السِّيَادَة العَلِيَا، سِيَادَة البِلَاد، سُلْطَة الدَّوْلَة"
"Soviet counsel","مَجْلِس السُّوقِيَّات"
"Soviet government","حُكُومَة الإِتِّحَاد السُّوقِيَّاتِي"
"soviet influence","سُسُوقِيَّاتِيَّة (إِخْضَاع لِلْسُّلْطَة أَو التَّأْثِير السُّوقِيَّاتِي)"
"Soviet republic","حُصُودِيَّة سُوقِيَّاتِيَّة"
"Soviet Russia","رُوسِيَا السُّوقِيَّاتِيَّة"
"Soviet union (USSR)","الإِتِّحَاد السُّوقِيَّاتِي"
"Soviet, adj.","سُوقِيَّاتِي (صِفَة)"
"speaker of the federal government","الناطق (باسم) الحكومة الاتحادية"
"speakers of the executive committee","الناطق باسم مجلس إدارة الحزب"
"special position","وَضْعُ (وظيفة أو منصب) خاص"
"special powers of attorney","سُلطات خاصة"
"special provision","بند خاص (ج بنود أو أحكام خاصة)"
"special rights (diplomatic)","امتيازات (إعفاءات) دبلوماسية"
"special rights","امتياز خاص، إعفاءات"
"special session for the security council","جلسة طارئة (اجتماع استثنائي) لمجلس الأمن"
"special session","اجتماع (جلسة) طارئ (استثنائي)"
"special session","جَلْسَة طَارِئَة (اِسْتِثْنَائِيَّة)"
"special statues","وَضْعُ خاص"
"special troops","قوات خاصة"
"special unit","وحدة (وحدات) خاصة"
"specialist","موظف، مأمور"
"specialized sections","فرق الاختصاص (المعنية)"
"specific to different parties","خاص بعدة أحزاب"
"specific to the ambassador","خاص بالسفارة"
"specific to the cabinet","خاص بمجلس الوزراء"
"specific to the coalition","خاص بالخلف أو الإئتلاف"
"specific to the economic situation","خاص بالحالة الاقتصادية"
"specific to the ministry","خاص بالوزارة"
"specific to the office","(خاص) بالمكتب أو الوظيفة"
"specific to war","خاص بالحرب"
"specific","خاص، مُحدَّد، مُطابق لمواصفات"
"speculation in stocks, shares","مضاربة في الأسهم"
"speculation","مُراهنة"
"speech duel","مبارزة كلامية، مناظرة خطابية، مشادة كلامية"
"speech","خطاب (خطبة) كلمة"
"speed in dismissal","الإسراع بالإقرار أو الموافقة"
"splintered opposition","مُعَارَضَة منشقة (منقسمة)"
"split into many wings","إنقسام إلى عدة أجنحة"
"spoken contract","مُعَاهَدَة شفوية"
"stability (the work force...)","استقرار العمالة"
"stabilization phase","فترة تحقيق الاستقرار"
"stabilization politics","سياسة تحقيق الاستقرار (الاقتصادي)"
"stabilization program","برنامج تحقيق الاستقرار (الاقتصادي)"
"stabilization","توطيد، تثبيت، ترسيخ، استقرار، تحقيق الاستقرار"
"stabilize (to)","استقر، وطد، ثبت، رسخ، مكن"
"stabilizer","عامل الاستقرار الاقتصادي"
"stabilizing economy","تحقيق الاستقرار الاقتصادي (النشاط الاقتصادي)"
"stabilizing external economic policy","تحقيق الاستقرار الاقتصادي الخارجي"
"stabilizing internal economic policy","تحقيق الاستقرار الاقتصادي الداخلي"
"stabilizing the level of prices","تحقيق استقرار مستوى الأسعار"
"stabilizing the situation in the middle east","تثبيت (استقرار) الوضع في الشرق الأوسط"
"stabilizing","عامل استقرار، موازن"
"stable currency","عملة ثابتة"
"stable economy","اقتصاد ثابت"
"staff of the war of the fleet","هيئة أركان حرب الأسطول"
"staff-chef","رئيس أركان حرب"
"staff","هيئة"
"stage of the recession","مرحلة (فترة) الكساد"
"stage","مرحلة، طور، فترة"
"stagnate (to)","ركد، كسد، جمد"
"stagnation appearances","مظاهر الكساد (الاقتصادي)"
"stagnation phase","فترة الكساد"
"stagnation","كساد، ركود، جمود، خود"
"stalemate","طريق مسدود، جمود، إحراج، ورطة"
"Stalinism","الستالينية (مجموع نظريات ستالين المتسمة بالديكتاتورية)"
"stand","موقف، حالة، وضع"
"standard of living","مستوى المعيشة"
"standard","معيار، مستوى، نموذج"
"standardization","معايرة، توحيد النمط، تقنين"
"standardizes","وحد النمط، قنن، عاير"
"standing army","جيش دائم"
"starting in negotiations","إستئناف المُفَوَّضَات"
"starting of the negotiations","المباشرة بالمُفَوَّضَات"
"starting point","مُتَطَلِّق"
"state absolutism","إِسْتِبْدَاد حُكُومِيّ"
"state affair","شَأْن الدَّوْلَة"
"state affairs","شؤون الدَّوْلَة"
"state archive","أَرْشِيف (محفوظات، سجلات) الحكومة"
"state associated","دَوْلَة مُتَحَدِّدَة (مشاركة أو منضمة)"
"state authority","سلطة الدَّوْلَة"
"state bankruptcy","إفلاس الدَّوْلَة"
"state breakdown","إنهار الدَّوْلَة"
"state budget","مِيزَانِيَة الدَّوْلَة"
"state capitalism","الرأسمالية الحُكُومِيَّة"
"state chancellery","مكتب (ديوان) الرئيس"
"state chancellors","رئيس الوزراء، المستشار"
"state commissioner","مندوب (مفوض) الحكومة"
"state construction","هيكل (بناء، تركيب) الدَّوْلَة"
"state consumption","الإستهلاك القومي"
"state control","إشراف (مراقبة) حكومي"
"state crime","جريمة سياسية (جريمة بحق أمن الدولة)"
"state defense","الدفاع القومي"
"state emergency","حالة طوارئ"
"state ensign","علم الدولة"
"state exams","امتحان حكومي"
"state guarantee","ضمان حكومي"
"state intervention","تدخل حكومي"
"state interventionism","تدخلية الدولة (سياسة التدخل في القطاعات الخاصة ضمن الدولة أو التدخل في تنازع الدول الأخرى)"
"state leadership","قيادة الدولة، رئاسة"
"state minister","وزير بلا وزارة، وزير الدولة"
"state mourning","حداد رسمي"
"state neutrality","حالة الحياد"
"state occasion","حفل رسمي"
"state of siege","حالة الحصار (الأحكام العرفية)"
"state of the economy","حالة السوق"
"state order","نظام الدولة"
"state organ","جهاز (أداة) الحكم"
"state organs","أجهزة الدولة"
"state parliament","برلمان إقليمي"
"state participation","مساهمة (مشاركة) حكومية"
"state party","حزب الدولة"
"state police","البوليس السري"
"state politics","سياسة الدولة"
"state position","وظيفة حكومية، منصب حكومي"
