"English Term","Arabic Term"
"Time Interval","الفاصل الزمني ( بين رتل وآخر أو عربة وأخرى )"
"Time Interval Puze","طبة زمنية"
"Time Interval of Attack","وقت الهجوم"
"Time Interval Lag","زمن التهيؤ"
"Time Interval of Delivery","وقت التسليم"
"Time Interval Origin","وقت الإصدار ( رسائل )"
"Time Interval Receipt","وقت الاستلام"
"T.N.T. Equivalent","مكافئ لمادة ت . ن . ت"
"Tonnage","وزن/الثقل بالطن"
"Tonnage , Net","الوزن الصافي . الحمولة الصافية ( بالطن )"
"Tonnage , Registered","حمولة مسجلة . وزن مسجل"
"Tool Bag","حقيبة معدات . حقيبة أدوات"
"Top","قمة . ذروة . أعلى . غطاء . سطح"
"Top Carriage","القسم العلوي من حامل المدفع"
"Topographic Crest","القمة الطوبوغرافية"
"Topographic Crest Map","خريطة طوبوغرافية"
"Topographic Crest Plot","تخطيط طوبوغرافي"
"Topography","طوبوغرافيا"
"Top Secret","سرى للغاية"
"Top Secret Control Officer","ضابط مراقبة المواد السرية للغاية"
"Top Secret Information","معلومات سرية للغاية"
"Torpedo Defense Net","شبكة دفاع الطوربيد ( للشواطئ )"
"Toss Bombing","تدف أثناء الصمود ( طيران )"
"Total","مجموع . كل . كلي . اجمالي"
"Total Materiel Objective هدف المواد الكلي أو الشامل Procurement Objective الهدف الكلي من الحصول على المواد","الهدف الشامل من الحصول على المواد ."
"Total Materiel Objective هدف المواد الكلي أو الشامل Requirement(TMR) الاحتياج الكلي من المواد","الطلوب الكلي من المواد ."
"Traffic Diagram","مخطط بياني لخطوط التليفون"
"Traffic Diagram Flow Security","أمن تحرير الرسائل ( إشارة )"
"Traffic Diagram Headquarters","مركز قيادة المرور"
"Traffic Diagram Map","خريطة حركة المرور"
"Trailer","مقطورة"
"Train","تأقلم . قطار"
"Train , to","يدرب . يروض . يربي . يقطر . يمرن . يوجه . يرشد"
"Trainees","تحت التدريب . خاضع للتدريب"
"Trainers","التدريين"
"Training Aids","مساعدات التدريب"
"Training Aids Aircraft","طائرة تدريب"
"Training Aids Circular","نشرة تدريب دورية"
"Training Aids Cycle","دورة تدريب . دورة تدريبية"
"Training Aids Literature","مؤلفات التدريب"
"Training Aids Manual","كراسة تدريب"
"Training Aids Memorandum","مذكرة تدريب"
"Training Aids Phase","مرحلة تدريب"
"Training Aids Program","منهج التدريب"
"Training Aids Publications","نشرات تدريب . مطبوعات تدريب"
"Training Aids Schedule","برنامج التدريب"
"Trajectory","محرك المقذوف"
"Trajectory Chart","لوحة محرك المقذوف"
"Transceiver","جهاز ارسال واستقبال"
"Transfer","نقل . انتقال . تحويل"
"Transfer Activity","مركز تنقلات . مركز تحويل ( نقل أفراد من وحدة لأخرى )"
"Transfer Area","منطقة الانتقال . منطقة التحويل ( برمائية )"
"Transfer Berth","مرسى === . مرسى ==="
"Transfer Limit","حد === . حد ==="
"Transfer Order","أمر === . أمر النقل ( أفراد )"
"Transfer Point","مركز انتقال . مركز تحويل"
"Transfer Processing","اجراات الانتقال . اجراءات التحويل"
"Transfer Standard","نظام تحويل الملفات"
"Transfer Standard Station","محطة انتقال . محطة تحويل"
"Transient","عابر"
"Transient Field Ration Mess","مطعم ميداني للمعابرين"
"Transient Forces","قوات عابرة ( ترانزيتيه )"
"Transient Target","هدف سريع الزوال . هدف عابر ( مؤقت )"
"Transit Navigation Satellite","قمر اصطناعي للملاحة العالمية"
"Transmission Factor","عامل الانتقال . نسبة الانتقال ( النسبة بين مقدار الجرعة الخارجية والجرعة الداخلية من الأسماعات النووية )"
"Transmission Security","أمن الأرسال"
"Transoceanic Travel","السفر عبر المحيطات"
"Transonic","مقارب لسرعة الصوت"
"Transponder","جهاز استجابة"
"Transportability","قابلية النقل . إمكانية النقل"
"Transport Aircraft","طائرة نقل ."
"Transport Aircraft Area","منطقة النقل"
"Transportation Allowance","بدل نقل . بدل مواصلات ( نقدا )"
"Transportation Allowance Engineering","ضد سنة النقل ( جميع الترتيبات التي تتخذ لتدبير شؤون النقل )"
"Transportation in Kind","تأمين النقل ( توفيرة وسيلة من وسائل النقل بدل الدفع النقدي )"
"Transportation Manifest","كشف أو بيان النقل"
"Transportation Manifest Movements","تحركات النقل"
"Transportation Manifest Request","طلب النقل"
"Transportation Manifest Unit","وحدة نقل"
"Transport Control Center","مركز مراقبة النقل"
"Transport Control Center Group","مجموعة النقل ( برمائي )"
"Transport Control Center Services","خدمات النقل"
"Transport Control Center Vehicle","عربة نقل - مطبوع"
"Transposition Mixed Alphabet أبجدية مختلط تبذلة (بالشفير) System","نظام تبديل الرموز"
"Traverse تدوير . تسديد . نطاق . طريق سير متعرج . خط عرض","سر . خلال . مرور . دوران . تخطيط متقطع (طوبوغرافيا)"
"Trophy of War غنية حرب","منا - مطبوع"
"Tropical Regions","مناطق استوائية"
"Tropical Storm","عاصفة استوائية"
"Truce","مدينة . سبادنة"
"Truck","شاحنة بسيارة شحن . لورى"
"True Airspeed","سرعة الهواء الحقيقي"
"True Airspeed Azimuth","الزاوية الحقيقية"
"True Airspeed Control","الضبط الصحيح ( قراءة الخرائط )"
"True Airspeed Course","الاتجاه الحقيقي . الطريق الحقيقي"
"True Airspeed North","الشكل الحقيقي ( البغرافي )"
"True Airspeed Origin","نقطة الأصل الحقيقية ( في الأحداث )"
"Trunk","الخط الرئيسي ( الخط الواصل بين سنترال وآخر )"
"Trunk Circuit","دائرة رئيسية ( دائرة تلفزيونية خارجية )"
"Tube","أنبوب . أنبوبة . خرطوم . سبطانة . صام ( في الراديو )"
"Tune","نغم . لحن . لهجة . توافق"
"Tuning","توليف النغم . توليف الصوت"
"Tunnel","نفق"
"Turbine","طربين"
"Turbo","محرك طربيني . ضاغط . ماو"
"Turbojet","نفاث طربيني"
"Turnaround","رجوع . عودة . الدوران للخلف"
"Turnaround Time","الوقت اللازم للعودة"
"Turning Movement","حركة التناف"
"Turn In Slip","بطاقة استرجاع . نموذج استرجاع"
"Turret","سرح"
"Twilight (Morning & Evening)","أول ضوء . آخر ضوء"
"Two Station Method","طريقة الرصد المزدوج"
"Type","نموذج . طراز . نمط . نوع"
"Type of Smoke","نوع الدخان"
"Umpire","حكم . مُحَكَّم"
"Umpire","تحكيم"
"Unassailable","حصين . منبع . لا يهاجم . لا يمكن اقتحامه"
"Unassembled","مفكك . مفكوك"
"Unauthorized","غير مصنّ به . غير مرخص . بلا تصريح . ممنوع . غير جائز"
"Unclassified","غير سري . غير مصنف بدرجة من السرية"
"Unconcealed","غير مستور"
"Uncontrolled Mosaic","موازيبك غير مضبوط . أو بدون تضييق"
"Unconventional Warfare","الحرب غير التقليدية"
"Unconventional Warfare Forces","قوات الحرب غير التقليدية"
"Uncover","يكشف . يزيح / غير محمي / انزع . اكشف (ايجاز)"
"Uncovered Movement","تحرك غير مستور . تحرك غير محمي"
"Under Arms","تحت السلاح . مسلح"
"Underwater Demolition","التدمير تحت الماء"
"Underwater Demolition Team","جماعة التخريب تحت الماء"
"Undesirable Discharge","فصل غير مشرف (للأفراد غير المرغوب فيهم)"
"Unequal Section Charge","عبوة غير متساوية العناصر"
"Unified Command","القيادة الموحدة"
"Unified Command Logistic Support","اسناد الأمدادات والتموين الموحد"
"Uniform Code of Military Justice","قانون القضاء العسكري الموحد"
"Unilateral Frequency Distribution","التوزيع الجانبي للتردد"
"Uniservice Command","قيادة موحدة لعنصر واحد من القوات المسلحة (في الجيش الأمريكي)"
"Unit","وحدة"
"Unit Assembly","تجميع وحدة . تجميع جهاز"
"Unit Assembly Award","مكافأة وحدة . شعار يقدم للوحدة"
"Unit Designator Code","الرمز المميز للوحدة"
"Unit Distribution","توزيع الوحدة ( تموين )"
"United Nations General Assembly(UNGA)","الحصبة العسمة لهيئة الأمم المتحدة ."
"Unit Essential Equipment","المواد الضرورية للوحدة"
"Unit Journal","سجل تاريخ الوحدة"
"Unit Journal Loading","تحميل الوحدة . اركاب الوحدة"
"Unit Journal Mess","مطعم الوحدة"
"Unit Journal of Error","وحدة الخطأ"
"Unit Journal Issue","وحدة الصرف"
"Unit Journal Pathfinders","أدلاء الوحدة (للوحدات المحمولة جوا)"
"Unit Journal Reserves","احتياطات الوحدة"
"Unit Journal Staff (S1-S2-S3-S4)","اركان الوحدة"
"Unit Journal Supply","تموين الوحدة"
"Unit Journal Trains","قوافل الوحدة الادارية"
"Unit Journal Training","تدريب الوحدة"
"Unit Journal Cycle","دورة تدريب الوحدة"
"Unity","وحدة . توحيد . اتحاد"
"Unity of Command","توحيد القيادة"
"Unity of Command Effort","توحيد الجهد"
"Universal","عالي . عومي . شامل"
"Universal Time","التوقيت العالمي"
"Universal Transverse Mercator Grid","النظام التاماتي العالمي لمبركاتور"
"Unlimited Special Inspection","تفتيش خاص غير محدد"
"Unobserved Fire","(١) نيران غير مرئية . (٢) رمي غير مرئي"
"Unprotected","غير سمي . معرض . مكشوف"
"Unqualified","غير مؤهل . غير جدير . عديم الصلاحية . عديم الاختصاص"
"Unserviceable","غير قابل للعمل . غير صالح للاستعمال"
"Unserviceable Supplies","تموينات غير صالحة للاستعمال"
"Unsettled","غير مستقر"
"Unsheltered","مكشوف . بدون واق . غير متخندق"
"Unshielded","معرض . غير مدرع . غير مصفح"
"Unthickened Fuel","وقود مخفف (يستخدم في قاذفات اللهب)"
"Untrained","غير مدرب"
